event_time,baseline,aggressive_v2
2026-01-26 18:00:00+00:00,103029.11598447728,107079.28448545851
2026-01-26 19:00:00+00:00,102981.66593705473,107107.71229071102
2026-01-26 20:00:00+00:00,103199.09951468595,107602.19201841386
2026-01-27 14:00:00+00:00,103264.11838149691,107791.94138846727
2026-01-27 15:00:00+00:00,103178.91279028133,107610.56926426197
2026-01-27 16:00:00+00:00,103430.66488833379,107893.01021801877
2026-01-27 17:00:00+00:00,103323.33105960468,107712.16523679288
2026-01-27 18:00:00+00:00,103167.72058994332,107233.80053644763
2026-01-27 19:00:00+00:00,103139.93539458595,107304.44183771775
2026-01-27 20:00:00+00:00,103107.31545917464,107215.86953954294
2026-01-28 14:00:00+00:00,103061.93801582875,107158.84407547789
2026-01-28 15:00:00+00:00,103089.20294470979,107299.02718695343
2026-01-28 16:00:00+00:00,103166.32338063598,107155.95454579507
2026-01-28 17:00:00+00:00,103217.78220930329,107309.13272623435
2026-01-28 18:00:00+00:00,103285.80878310886,107518.4201222058
2026-01-28 19:00:00+00:00,103152.83474965034,107398.62595162737
2026-01-28 20:00:00+00:00,103033.25512280995,107183.80635877658
2026-01-29 14:00:00+00:00,102858.34187109502,106887.3860955436
2026-01-29 15:00:00+00:00,102863.36315632399,106949.45861443586
2026-01-29 16:00:00+00:00,103025.95228114788,107237.21093054298
2026-01-29 17:00:00+00:00,103108.58359971536,107286.73669754426
2026-01-29 18:00:00+00:00,102994.8553537381,107110.57943280513
2026-01-29 19:00:00+00:00,103020.51324744968,107281.49017839819
2026-01-29 20:00:00+00:00,103001.37945298808,107402.63819106514
2026-01-30 14:00:00+00:00,102833.58111169713,107111.98104536394
2026-01-30 15:00:00+00:00,102791.45061661022,107004.70675386829
2026-01-30 16:00:00+00:00,102593.52984343204,106836.95601550353
2026-01-30 17:00:00+00:00,102710.61019048568,106772.80853151294
2026-01-30 18:00:00+00:00,102651.5833040039,106723.62863883941
2026-01-30 19:00:00+00:00,102814.01007114483,107228.77513422474
2026-01-30 20:00:00+00:00,102796.19709083991,107201.82645315117
2026-02-02 14:00:00+00:00,102763.06986990049,107044.6608451136
2026-02-02 15:00:00+00:00,102668.00748365048,107026.31338766847
2026-02-02 16:00:00+00:00,102711.30553180302,107053.2217936005
2026-02-02 17:00:00+00:00,102752.53468045009,107136.53347719528
2026-02-02 18:00:00+00:00,103011.13862022388,107309.18636379401
2026-02-02 19:00:00+00:00,102897.54671891779,107237.3448925895
2026-02-02 20:00:00+00:00,102965.73443852927,107318.27284773857
2026-02-03 14:00:00+00:00,102846.91047304013,106952.86405089764
2026-02-03 15:00:00+00:00,102834.71544600287,106874.74808587001
2026-02-03 16:00:00+00:00,102785.16127635285,106729.49909941918
2026-02-03 17:00:00+00:00,102833.31396467087,106811.35157265577
2026-02-03 18:00:00+00:00,102796.3621519637,106865.91106745931
2026-02-03 19:00:00+00:00,102930.20687218166,107002.46340304709
2026-02-03 20:00:00+00:00,103028.56675423819,106867.1494807684
2026-02-04 14:00:00+00:00,103172.43141385552,106998.20011478494
2026-02-04 15:00:00+00:00,103120.29511548611,106774.96014282288
2026-02-04 16:00:00+00:00,103170.9338246918,106541.6142997378
2026-02-04 17:00:00+00:00,103330.88761344405,107093.04977697622
2026-02-04 18:00:00+00:00,103319.3811726347,107137.41711075988
2026-02-04 19:00:00+00:00,103434.96150859457,107501.09745705395
2026-02-04 20:00:00+00:00,103368.33209713179,107221.55638717354
2026-02-05 14:00:00+00:00,103482.31501637107,107443.49350897725
2026-02-05 15:00:00+00:00,103629.51456779818,107838.51693127575
2026-02-05 16:00:00+00:00,103677.69313155228,108026.39154432192
2026-02-05 17:00:00+00:00,103753.1985684558,108137.34812119858
2026-02-05 18:00:00+00:00,103845.88048145185,108354.2901585665
2026-02-05 19:00:00+00:00,103730.53958002746,108221.0819118205
2026-02-05 20:00:00+00:00,103665.18864807999,107957.81966338836
2026-02-06 14:00:00+00:00,103767.23870554494,108486.23455792211
2026-02-06 15:00:00+00:00,103695.77596148974,108325.60317467383
2026-02-06 16:00:00+00:00,103889.04078670466,108434.41663868068
2026-02-06 17:00:00+00:00,103959.03900093393,108587.15639290618
2026-02-06 18:00:00+00:00,103921.30353677623,108394.21791583198
2026-02-06 19:00:00+00:00,103866.94298768867,108340.84698500934
2026-02-06 20:00:00+00:00,103815.2043378299,108279.60697629931
2026-02-09 14:00:00+00:00,103678.84802967738,108060.19023983745
2026-02-09 15:00:00+00:00,103857.35728490698,108468.48994807259
2026-02-09 16:00:00+00:00,103981.54744267729,108817.78724153087
2026-02-09 17:00:00+00:00,104159.26178115257,109122.53300455383
2026-02-09 18:00:00+00:00,104290.52823293724,109542.28309149249
2026-02-09 19:00:00+00:00,104358.736206995,109682.01821077353
2026-02-09 20:00:00+00:00,104539.51495450527,110149.79183317263
2026-02-10 14:00:00+00:00,104584.32289961398,110333.96366656071
2026-02-10 15:00:00+00:00,104659.30212349637,110700.57613291316
2026-02-10 16:00:00+00:00,104768.91117144201,111227.07973805343
2026-02-10 17:00:00+00:00,104651.6305231861,111201.35841815453
2026-02-10 18:00:00+00:00,104701.31996178333,111282.14453117581
2026-02-10 19:00:00+00:00,104595.17336341731,111308.90905549175
2026-02-10 20:00:00+00:00,104625.14309973095,111407.7089808647
2026-02-11 14:00:00+00:00,104597.44539771753,111446.25210356359
2026-02-11 15:00:00+00:00,104609.85891771718,111583.97716630966
2026-02-11 16:00:00+00:00,104370.93064956173,111254.18899799368
2026-02-11 17:00:00+00:00,104521.80852351556,111728.40270004077
2026-02-11 18:00:00+00:00,104727.8303885579,111968.25358486225
2026-02-11 19:00:00+00:00,104581.68239312805,111783.66974240744
2026-02-11 20:00:00+00:00,104723.58786850932,112119.84418250859
2026-02-12 14:00:00+00:00,104919.2400792801,112479.72701196067
2026-02-12 15:00:00+00:00,104821.64562674979,112347.78188304699
2026-02-12 16:00:00+00:00,104880.0053228285,112458.18200532705
2026-02-12 17:00:00+00:00,104818.55501225445,112127.16667048557
2026-02-12 18:00:00+00:00,104700.98538419318,112150.96267538957
2026-02-12 19:00:00+00:00,104753.83504318047,112252.216655942
2026-02-12 20:00:00+00:00,104731.20474528958,112301.7828212083
2026-02-13 14:00:00+00:00,104497.37770227033,111986.2486961114
2026-02-13 15:00:00+00:00,104442.08594576246,111748.18553590836
2026-02-13 16:00:00+00:00,104552.96902894817,111681.50520965716
2026-02-13 17:00:00+00:00,104600.85500310712,111568.94708921728
2026-02-13 18:00:00+00:00,104596.35485411214,111635.11382139282
2026-02-13 19:00:00+00:00,104585.5740449706,111803.56073441758
2026-02-13 20:00:00+00:00,104639.84181968239,111947.47828357518
2026-02-16 14:00:00+00:00,104769.27670427086,112253.44090418171
2026-02-16 15:00:00+00:00,104819.88220709082,112619.96664304945
2026-02-16 16:00:00+00:00,104919.26749801412,112856.32104190222
2026-02-16 17:00:00+00:00,104943.94828574064,113019.6669461606
2026-02-16 18:00:00+00:00,104838.43199111355,112959.19670387534
2026-02-16 19:00:00+00:00,104839.19412440108,113081.12799942057
2026-02-16 20:00:00+00:00,104822.83133806146,113171.3431014262
2026-02-17 14:00:00+00:00,104837.8606822978,113118.92624031486
2026-02-17 15:00:00+00:00,104853.08920923836,113297.51579233912
2026-02-17 16:00:00+00:00,104798.6364897447,113262.0446515154
2026-02-17 17:00:00+00:00,104653.97492771778,112938.22189924298
2026-02-17 18:00:00+00:00,104499.72256082669,112331.69354589851
2026-02-17 19:00:00+00:00,104455.08089442352,112165.53065413085
2026-02-17 20:00:00+00:00,104595.71116934663,112698.88991289659
2026-02-18 14:00:00+00:00,104507.57341083669,112596.3196171471
2026-02-18 15:00:00+00:00,104551.39749992795,112620.12076453604
2026-02-18 16:00:00+00:00,104520.37651147104,112574.16757130058
2026-02-18 17:00:00+00:00,104323.03238470574,112128.7698012902
2026-02-18 18:00:00+00:00,104439.94960849288,112483.21673489602
2026-02-18 19:00:00+00:00,104412.16131539988,111969.06522785118
2026-02-18 20:00:00+00:00,104513.09124503928,112217.00412254072
2026-02-19 14:00:00+00:00,104523.82727813246,112330.2010069507
2026-02-19 15:00:00+00:00,104454.97483206494,112078.75771835867
2026-02-19 16:00:00+00:00,104594.34547989708,112500.45335960432
2026-02-19 17:00:00+00:00,104602.36091319783,112506.63089702971
2026-02-19 18:00:00+00:00,104660.75897520193,112813.87351195898
2026-02-19 19:00:00+00:00,104745.31056853633,112738.39551309598
2026-02-19 20:00:00+00:00,104594.45152702296,112547.70251218564
2026-02-20 14:00:00+00:00,104686.01438805163,112545.21524246837
2026-02-20 15:00:00+00:00,104556.5328662847,112175.2373694617
2026-02-20 16:00:00+00:00,104452.50073610294,112346.1204616414
2026-02-20 17:00:00+00:00,104525.29603505266,112344.83596605135
2026-02-20 18:00:00+00:00,104385.26102043076,112119.94663156249
2026-02-20 19:00:00+00:00,104412.64322319972,112339.84174561023
2026-02-20 20:00:00+00:00,104270.70345803579,111922.41217559927
2026-02-23 14:00:00+00:00,104251.20925425642,111886.27757175748
2026-02-23 15:00:00+00:00,104238.65672726082,111791.921117603
2026-02-23 16:00:00+00:00,104315.74887181618,112236.68473647107
2026-02-23 17:00:00+00:00,104289.97867933814,111949.12240749176
2026-02-23 18:00:00+00:00,104162.6147773446,111763.00432022836
2026-02-23 19:00:00+00:00,104157.33312605001,111850.27880914611
2026-02-23 20:00:00+00:00,104126.29429450951,111802.66788333672
2026-02-24 14:00:00+00:00,104062.62409006678,111577.38364382637
2026-02-24 15:00:00+00:00,103967.4384296558,111475.01195236946
2026-02-24 16:00:00+00:00,104007.98326601056,111792.80947050404
2026-02-24 17:00:00+00:00,103914.42322183185,111683.5077481947
2026-02-24 18:00:00+00:00,103840.89617111889,111600.80507081586
2026-02-24 19:00:00+00:00,103851.23364386731,111659.07876695332
2026-02-24 20:00:00+00:00,103682.69089862524,111434.17536282484
2026-02-25 14:00:00+00:00,103886.57839563885,111656.10594862892
2026-02-25 15:00:00+00:00,103759.53960031555,111336.36379443345
2026-02-25 16:00:00+00:00,103557.86582657641,111177.05343244513
2026-02-25 17:00:00+00:00,103600.74481949132,111155.69496099348
2026-02-25 18:00:00+00:00,103669.31541977276,111197.37599720077
2026-02-25 19:00:00+00:00,103552.25198428732,110845.21138133571
2026-02-25 20:00:00+00:00,103513.84766912213,110395.02095331482
